1	3
2	3.15198778401679
3	2.98547912007707
4	2.83029374024244
5	2.68069914749342
6	2.53671432635329
7	2.39833488751148
8	2.26553314922862
9	2.13826272398898
10	2.01504323272090
11	2.10565455962054
12	2.19099060877606
13	2.27799230109650
14	2.36662325651151
15	2.45684502071466
16	2.54861734048680
17	2.64189860634720
18	2.73664535122967
19	2.83281291751304
20	2.93035511207686
21	3.02922464515839
22	3.12937318317950
23	3.23075122522339
24	3.33330847541645
25	3.43699379426213
26	3.54175543269013
27	3.64754099132984
28	3.75429765282410
29	3.86197217090876
30	3.97051103313683
31	4.07986056930452
32	4.18996698735855
33	4.30077650685066
34	4.41223539154028
35	4.52429009589923
36	4.63688731779979
37	4.74997408303519
38	4.86349779921817
39	4.97740631466702
40	5.09402639138604
41	4.95033312090427
42	4.81269724750189
43	4.67686845689779
44	4.54295025270308
45	4.41103664843380
46	4.49580818114357
47	4.58538221532931
48	4.67491433697380
49	4.76436998045156
50	4.85371531986947
51	4.94291733894189
52	5.03194383769208
53	5.12076344691431
54	5.20934564424199
55	5.29766076774781
56	5.38568001953886
57	5.47337548150153
58	5.56072012681491
59	5.64768781620092
60	5.73425330578555
61	5.82039224566269
62	5.90608117953121
63	5.99129754712341
64	6.07601967573681
65	6.16022678281684
66	6.24389895801722
67	6.32701717098581
68	6.40956325251416
69	6.49151989156022
70	6.57287062220242
71	6.65359981307477
72	6.73369265518405
73	6.81313515067147
74	6.89191409767635
75	6.97001707789108
76	7.04743244128438
77	7.12414929223565
78	7.20015747108625
79	7.27544754238325
80	7.35001077480979
